Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/01  01:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,55173553.0027569,48822912.421875,55173553.0027569,2635914.8722728,18874919.0696413,6972480.26367228,41850432.1582027,2635914.8722728,116975.16860906,0.0,0.0,18874919.0696413 
 01/01  09:00:00,51575347.8709756,48822912.421875,51575347.8709756,2635914.8722728,18362911.6179802,6972480.26367228,41850432.1582027,2635914.8722728,116520.576827821,0.0,0.0,18362911.6179802 
 01/01  10:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,48822912.421875,48822912.421875,48822912.421875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,52420662.961875,48822912.421875,52420662.961875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,63213914.581875,48822912.421875,63213914.581875,0.0,0.0,6972480.26367228,41850432.1582027,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,77164058.6346092,62773056.4746092,77164058.6346092,0.0,0.0,6972480.26367228,55800576.210937,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,77164058.6346092,62773056.4746092,77164058.6346092,0.0,0.0,6972480.26367228,55800576.210937,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,77164058.6346092,62773056.4746092,77164058.6346092,0.0,0.0,6972480.26367228,55800576.210937,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,77164058.6346092,62773056.4746092,77164058.6346092,0.0,0.0,6972480.26367228,55800576.210937,0.0,0.0,0.0,0.0,0.0 
